,launch_speed,launch_angle,woba_value
5262,60.9,-28.0,0.0
5268,102.4,-1.0,0.9
5278,111.2,22.0,2.0
5282,96.8,4.0,0.0
5288,85.5,14.0,0.9
5296,66.6,31.0,0.9
5334,97.8,20.0,1.25
5342,93.2,26.0,1.25
5346,59.4,-44.0,0.0
5361,103.0,-2.0,0.9
5380,65.9,-7.0,0.0
5402,80.6,36.0,0.0
5404,75.0,-20.0,0.0
5409,57.8,8.0,0.0
5412,94.4,12.0,0.9
5416,89.2,65.0,0.0
5421,103.6,9.0,0.9
5423,99.1,38.0,0.0
5426,104.3,-20.0,0.0
5437,99.0,42.0,0.0
5439,95.3,7.0,0.9
5441,97.8,6.0,1.25
5454,81.6,-22.0,0.0
5456,86.4,-40.0,0.0
5458,85.0,74.0,0.0
5463,91.5,8.0,0.9
5467,97.7,8.0,0.0
5473,79.5,7.0,0.0
5478,101.6,8.0,0.9
5479,79.2,67.0,0.0
5482,97.5,24.0,1.25
5485,100.9,-25.0,0.0
5499,91.1,32.0,0.0
5507,71.2,46.0,0.0
5510,106.2,-11.0,0.0
5513,98.3,19.0,1.25
5520,85.5,38.0,0.0
5532,91.1,-30.0,0.9
5540,102.2,35.0,2.0
5543,76.4,8.0,0.0
5550,91.8,11.0,0.9
5555,59.3,-49.0,0.0
5557,97.2,55.0,0.0
5563,110.0,14.0,0.9
5565,103.5,11.0,0.9
5570,70.6,86.0,0.0
5571,81.1,12.0,0.0
5576,99.5,47.0,0.0
5577,99.0,24.0,1.25
5588,100.1,16.0,1.6
5592,93.6,27.0,0.0
5595,104.3,-1.0,0.0
5602,90.8,-8.0,0.0
5606,86.7,13.0,0.9
5608,70.3,15.0,0.0
5609,109.7,23.0,2.0
5614,72.5,-1.0,0.0
5618,79.3,-13.0,0.0
5621,103.9,11.0,1.25
5623,71.4,85.0,0.0
5627,100.3,-14.0,0.0
5633,79.1,10.0,0.0
5638,95.0,-10.0,0.0
5649,97.2,17.0,1.25
5654,103.9,11.0,0.9
5657,102.2,10.0,1.25
5660,73.6,21.0,0.9
5663,98.0,16.0,1.25
5667,95.6,-13.0,0.0
5676,87.6,31.0,0.0
5681,102.3,2.0,0.9
5683,63.8,40.0,0.0
5696,63.6,52.0,0.0
5711,90.7,-16.0,0.0
5712,86.9,7.0,0.0
5718,101.0,39.0,2.0
5737,78.6,-18.0,0.0
5741,107.2,-12.0,0.0
5742,101.3,-2.0,0.0
5751,101.5,-6.0,0.9
5755,100.9,8.0,0.9
5761,79.7,18.0,0.9
5765,102.2,-6.0,1.25
5771,105.7,16.0,1.25
5774,96.9,23.0,0.0
5781,63.8,21.0,0.9
5790,101.9,0.0,1.25
5797,108.0,12.0,0.9
5805,92.2,6.0,0.9
5810,96.2,21.0,0.0
5814,103.8,-24.0,0.0
5816,108.8,40.0,0.0
5817,89.8,-42.0,0.0
5821,93.9,-23.0,0.0
5833,96.8,-4.0,0.9
5843,87.5,20.0,0.0
5848,113.8,13.0,1.25
5862,56.0,-45.0,0.0
5866,98.8,37.0,0.0
5874,93.3,24.0,0.0
5884,88.9,16.0,0.9
5886,100.5,28.0,0.0
5891,94.8,9.0,0.0
5894,70.2,25.0,0.9
5904,98.4,-9.0,0.9
5917,94.9,-13.0,0.0
5923,53.4,-53.0,0.0
5924,99.9,50.0,0.0
5936,107.9,4.0,0.0
5938,76.1,55.0,0.0
5942,76.2,62.0,0.0
5943,98.8,20.0,0.0
5946,31.6,-65.0,0.0
5952,65.2,-66.0,0.0
5953,102.0,-6.0,0.0
5962,95.6,29.0,0.0
5963,88.2,-32.0,0.0
5965,99.6,51.0,0.0
5966,102.9,33.0,0.0
5977,107.5,5.0,0.0
5979,84.1,28.0,0.0
5981,99.5,17.0,1.25
5994,87.6,42.0,0.0
6005,93.8,-14.0,0.0
6007,99.9,33.0,0.0
6009,97.3,20.0,0.0
6012,82.6,-13.0,0.9
6017,93.9,23.0,0.0
6018,99.3,10.0,0.9
6028,97.4,40.0,0.0
6030,77.0,-10.0,0.0
6035,81.1,9.0,0.0
6049,93.3,21.0,0.0
6051,76.7,21.0,0.9
6055,83.6,9.0,0.0
6061,101.5,-22.0,0.0
6064,97.8,53.0,0.0
6067,62.0,-32.0,0.0
6068,99.3,23.0,0.0
6072,82.9,-3.0,1.25
6076,97.8,-5.0,0.0
6079,105.9,34.0,0.0
6084,64.3,86.0,0.0
6085,77.9,62.0,0.0
6089,70.1,-31.0,0.0
6098,86.6,2.0,0.0
6103,102.5,15.0,0.9
6106,103.5,21.0,1.25
6107,81.3,-20.0,0.0
6109,95.1,4.0,0.0
6111,92.6,60.0,0.0
6122,82.6,45.0,0.0
6129,99.2,16.0,0.0
6131,87.7,48.0,0.0
6132,93.4,-13.0,0.9
6137,97.8,20.0,1.25
6141,72.8,-37.0,0.0
6145,79.2,40.0,0.0
6151,90.1,6.0,0.9
6160,95.7,27.0,0.0
6171,78.6,32.0,0.9
6173,102.5,-7.0,0.0
6178,98.5,-16.0,0.0
6180,97.9,18.0,0.0
6182,81.9,35.0,0.0
6191,102.9,-14.0,0.0
6192,85.5,20.0,0.9
6209,87.0,34.0,0.0
6213,93.5,53.0,0.0
6217,109.1,27.0,2.0
6225,95.8,18.0,0.0
6229,81.7,-7.0,0.0
6232,72.2,20.0,0.9
6250,94.0,-14.0,0.0
6252,97.3,8.0,0.9
6257,94.6,63.0,0.0
6272,57.1,-54.0,0.9
6280,95.1,30.0,0.0
6281,89.2,7.0,0.0
6284,40.0,-2.0,0.9
6285,97.4,46.0,0.0
6289,102.5,3.0,0.0
6291,59.3,-58.0,0.0
6293,86.1,-8.0,0.0
6295,88.0,1.0,0.0
6307,99.1,-2.0,0.0
6309,72.6,-22.0,0.9
6319,75.9,1.0,0.0
6320,63.4,-26.0,0.0
6328,109.4,-20.0,0.9
6342,80.5,13.0,0.9
6346,103.4,5.0,0.0
6353,88.9,15.0,0.9
6356,102.9,7.0,0.9
6359,76.2,6.0,0.0
6366,81.9,52.0,0.0
6375,91.8,-8.0,0.0
6378,36.5,-7.0,0.9
6386,92.5,30.0,0.0
6389,102.8,17.0,0.0
6392,62.6,-36.0,0.0
6399,107.8,22.0,2.0
6401,100.4,8.0,0.9
6411,89.1,7.0,0.0
6420,69.7,37.0,0.9
6422,81.0,57.0,0.0
6431,92.6,40.0,0.0
6435,92.6,19.0,0.0
6461,85.9,34.0,0.0
6464,93.1,63.0,0.0
6469,84.7,54.0,0.0
6481,97.7,6.0,0.9
6484,101.9,-23.0,0.0
6489,66.5,-15.0,0.0
6501,101.3,31.0,0.0
6507,94.1,8.0,0.9
6509,88.6,27.0,1.6
6512,92.4,18.0,0.0
6518,103.4,12.0,1.25
6522,73.2,-10.0,0.0
6542,114.9,2.0,0.9
6543,83.0,30.0,0.0
6547,108.2,33.0,2.0
6550,88.7,22.0,1.6
6558,98.9,32.0,0.0
6565,92.3,46.0,0.0
6570,92.4,35.0,0.0
6572,98.1,-17.0,0.0
6575,93.6,-10.0,0.0
6582,74.6,-5.0,0.0
6586,105.8,4.0,0.9
6590,99.7,14.0,0.9
6598,91.5,37.0,0.0
6621,103.1,-11.0,1.25
6623,90.2,15.0,0.9
6627,86.5,35.0,0.0
6629,103.1,20.0,0.0
6641,102.1,13.0,0.9
6649,74.4,14.0,0.0
6666,100.1,34.0,0.0
6667,77.5,48.0,0.0
6668,35.2,-42.0,0.0
6671,89.8,8.0,0.9
6675,98.9,18.0,0.0
6684,109.4,25.0,2.0
6689,96.5,40.0,0.0
6693,83.0,-33.0,0.0
6699,66.8,-12.0,0.9
6713,90.0,-1.0,0.0
6721,90.1,15.0,0.9
6724,88.8,8.0,1.25
6727,106.8,24.0,2.0
6729,62.4,-5.0,0.0
6731,99.9,41.0,0.0
6732,101.8,-10.0,0.0
6740,85.4,-29.0,0.0
6746,86.3,26.0,0.0
6748,79.4,-2.0,0.0
6750,91.6,45.0,0.0
6754,89.1,7.0,0.0
6755,89.6,-27.0,0.9
6764,106.1,41.0,0.0
6771,86.9,3.0,0.9
6781,81.6,45.0,0.0
6790,98.8,4.0,0.0
6798,110.4,-3.0,0.0
6799,97.0,-2.0,0.9
6806,105.9,10.0,1.25
6807,101.9,35.0,2.0
6814,82.9,-7.0,0.0
6823,79.6,66.0,0.0
6826,96.3,36.0,1.25
6829,105.9,9.0,1.25
6832,65.8,77.0,0.0
6838,90.1,53.0,0.0
6840,104.8,14.0,0.0
6843,88.8,-21.0,0.0
6849,95.1,56.0,0.0
6856,109.9,10.0,0.0
6861,59.1,45.0,0.0
6867,105.8,17.0,0.0
6875,98.3,29.0,0.0
6877,76.8,33.0,0.0
6881,88.5,55.0,0.0
6891,67.6,10.0,0.0
6899,108.0,8.0,0.0
6902,94.3,46.0,0.0
6903,108.9,28.0,2.0
6905,90.7,28.0,0.0
6914,76.6,13.0,0.0
6935,103.0,32.0,2.0
6941,96.0,35.0,0.0
6947,100.5,7.0,0.9
6951,87.7,22.0,0.9
6959,73.2,-7.0,0.0
6968,58.5,15.0,0.0
6973,107.1,9.0,0.9
6983,96.5,37.0,0.0
6985,104.2,17.0,0.0
7003,98.6,-7.0,0.0
7005,79.6,0.0,0.0
7007,76.3,12.0,0.0
7011,89.6,54.0,0.0
7019,104.0,34.0,2.0
7029,85.7,3.0,0.9
7039,90.8,59.0,0.0
7045,89.4,48.0,0.0
7047,71.6,-19.0,0.0
7050,101.9,18.0,1.25
7060,97.4,20.0,0.0
7064,60.2,-4.0,0.0
7068,62.0,18.0,0.0
7070,101.6,-11.0,0.0
7075,92.0,13.0,0.9
7087,75.0,24.0,0.9
7089,101.9,40.0,0.0
7093,107.2,11.0,0.0
7098,59.4,-58.0,0.9
7099,75.9,-19.0,0.0
7102,102.6,15.0,0.0
7118,92.6,46.0,0.0
7127,95.7,-24.0,0.0
7129,93.2,13.0,0.9
7132,60.5,-74.0,0.9
7134,95.3,25.0,2.0
7137,73.8,21.0,0.9
7138,100.4,12.0,0.9
7140,102.6,26.0,2.0
7149,59.9,-34.0,0.0
7163,66.3,9.0,0.9
7165,68.9,25.0,0.9
7172,99.2,2.0,0.9
7178,90.1,20.0,0.0
7187,110.2,0.0,0.0
7190,97.3,-19.0,0.9
7196,98.3,26.0,0.0
7201,104.5,16.0,0.0
7216,89.9,66.0,0.0
7219,89.8,79.0,0.0
7222,88.7,12.0,1.6
7225,43.6,-38.0,0.9
7235,61.9,8.0,0.0
7236,78.0,-39.0,0.9
7242,83.8,25.0,0.0
7243,103.6,19.0,1.25
7247,97.8,38.0,0.0
7257,64.8,2.0,0.0
7269,85.4,54.0,0.0
7275,88.1,0.0,1.25
7281,102.8,22.0,2.0
7285,102.3,22.0,2.0
7300,104.4,16.0,0.9
7305,78.2,-35.0,0.0
7309,88.7,-28.0,0.0
7321,79.7,47.0,0.0
7322,89.6,46.0,0.0
7331,68.5,49.0,0.0
7338,110.0,26.0,2.0
7359,110.9,19.0,2.0
7361,103.3,15.0,0.0
7363,91.7,62.0,0.0
7366,98.9,-6.0,0.9
7379,43.0,-24.0,0.0
7390,68.6,-26.0,0.0
7417,100.7,22.0,1.25
7423,96.6,-3.0,0.0
7431,85.6,32.0,0.0
7433,101.0,-6.0,0.0
7444,58.5,22.0,0.9
7448,118.2,12.0,0.9
7452,82.6,19.0,0.9
7457,83.4,-9.0,0.0
7460,109.4,9.0,0.9
7461,99.0,57.0,0.0
7472,65.1,-10.0,0.0
7479,107.8,12.0,1.6
7485,53.6,-15.0,0.0
7493,90.2,-8.0,0.0
7498,80.0,26.0,1.25
7518,105.0,19.0,1.25
7535,61.6,-86.0,0.9
7536,95.2,-3.0,1.25
7537,86.8,58.0,0.0
7539,99.1,15.0,0.9
7547,57.3,-47.0,0.9
7551,104.3,21.0,1.6
7552,98.1,-8.0,0.9
7558,70.8,36.0,0.9
7562,102.5,8.0,0.9
7568,78.5,32.0,0.0
7574,104.8,20.0,1.25
7580,103.3,30.0,2.0
7589,79.7,56.0,0.0
7591,97.5,-7.0,0.0
7598,76.5,11.0,0.9
7605,72.5,4.0,0.0
7614,64.2,38.0,1.25
7617,109.7,27.0,2.0
7631,97.4,37.0,0.0
7652,102.4,-21.0,0.0
7654,68.4,37.0,0.9
7655,38.1,-27.0,0.0
7660,98.3,18.0,0.9
7662,76.7,-8.0,0.0
7667,84.3,14.0,0.9
7675,86.7,71.0,0.0
7679,80.0,48.0,0.0
7682,98.2,25.0,0.0
7686,46.9,-60.0,0.0
7687,95.3,9.0,0.0
7697,75.4,-2.0,0.0
7706,89.7,23.0,0.0
7708,78.6,25.0,0.9
7710,103.0,15.0,0.0
7718,98.3,31.0,0.0
7736,94.8,-18.0,0.0
7739,111.3,25.0,2.0
7742,79.8,-18.0,0.0
7755,96.0,-17.0,0.0
7758,71.1,-39.0,0.0
7767,72.5,39.0,0.0
7780,62.0,16.0,0.9
7785,101.0,12.0,0.9
7790,94.4,5.0,0.9
7792,102.1,58.0,0.0
7796,99.9,1.0,0.9
7801,88.5,39.0,0.0
7805,97.2,31.0,0.0
7807,94.3,2.0,0.9
7814,64.3,-14.0,0.0
7819,80.0,45.0,0.0
7826,96.8,34.0,0.0
7832,96.6,32.0,0.0
7833,104.8,9.0,0.0
7837,72.6,0.0,0.0
7838,82.8,-7.0,0.0
7839,100.0,8.0,0.9
7845,101.8,1.0,0.0
7851,94.9,23.0,1.6
7854,107.8,11.0,1.25
7856,73.2,70.0,0.0
7867,107.8,23.0,2.0
7877,75.0,-36.0,0.0
7880,72.6,-39.0,0.9
7881,90.0,-32.0,0.0
7892,76.3,52.0,0.0
7894,94.8,65.0,0.0
7899,91.9,-3.0,0.0
7914,70.6,21.0,0.9
7918,71.7,16.0,1.25
7920,60.2,-9.0,0.0
7945,79.0,71.0,0.0
7949,100.7,16.0,0.0
7960,67.4,-30.0,0.0
7970,102.8,43.0,0.0
7979,107.8,18.0,1.25
7989,81.7,48.0,0.0
7992,98.5,-3.0,0.0
7994,98.2,9.0,0.9
8009,74.7,7.0,0.9
8021,95.0,41.0,0.0
8024,110.4,22.0,2.0
8029,76.0,16.0,0.0
8031,43.3,17.0,0.0
8034,76.7,21.0,0.9
8041,79.4,47.0,0.0
8046,73.7,-47.0,0.0
8054,84.0,66.0,0.0
8059,101.3,3.0,1.25
8067,78.4,-31.0,0.0
8073,101.0,-8.0,0.0
8075,87.1,54.0,0.0
8078,99.1,25.0,0.0
8091,84.8,14.0,0.9
8096,79.9,24.0,0.0
8099,89.5,14.0,0.9
8112,83.8,18.0,0.9
8117,91.6,-1.0,0.0
8118,99.8,7.0,0.0
8124,89.3,42.0,0.0
8141,97.2,-4.0,1.25
8145,91.6,17.0,0.9
8152,92.1,37.0,0.0
8169,58.4,-19.0,0.0
8174,88.5,36.0,0.0
8179,89.8,-26.0,0.9
8192,103.0,37.0,0.0
8200,103.4,34.0,2.0
8201,91.0,6.0,0.0
8207,102.8,12.0,0.9
8209,68.6,34.0,0.9
8214,79.5,-20.0,0.0
8215,95.9,11.0,0.9
8221,86.6,22.0,0.0
8235,99.6,18.0,0.0
8252,88.1,22.0,0.0
8254,100.8,7.0,0.0
8261,87.2,-22.0,0.9
8263,108.1,-9.0,0.0
8269,74.6,4.0,1.25
8276,97.0,40.0,0.0
8280,72.3,15.0,0.0
8284,51.4,-56.0,0.0
8287,69.6,72.0,0.0
8288,106.1,-16.0,0.0
8293,90.4,20.0,0.9
8294,96.4,34.0,0.0
8297,101.8,21.0,0.0
8304,103.2,-8.0,0.9
8306,99.7,15.0,1.25
8310,66.7,-23.0,0.0
8316,86.0,24.0,0.0
8323,93.8,-5.0,0.0
8326,99.9,0.0,0.0
8333,76.7,-38.0,0.0
8334,60.5,58.0,0.0
8338,94.2,33.0,0.0
8340,89.6,12.0,0.0
8343,98.4,13.0,1.25
8347,101.6,18.0,0.0
8352,83.7,35.0,0.0
8357,74.4,28.0,0.9
8362,109.1,6.0,0.9
8368,78.5,-45.0,0.0
8371,25.1,-7.0,0.0
8393,110.7,28.0,2.0
8413,85.7,-5.0,0.0
8414,94.5,-17.0,0.0
8419,89.8,-16.0,0.0
8426,90.7,-26.0,0.0
8432,98.1,0.0,0.0
8438,65.4,-36.0,0.0
8456,77.6,25.0,0.0
8459,93.1,25.0,0.0
8460,88.9,-7.0,0.0
8470,58.2,-58.0,0.9
8475,81.8,64.0,0.0
8496,69.3,-19.0,0.0
8500,103.7,23.0,1.25
8502,103.4,27.0,2.0
8505,101.7,19.0,1.25
8510,93.0,-1.0,0.0
8512,96.4,-2.0,0.0
8513,83.9,12.0,0.9
8515,66.3,20.0,0.9
8518,94.8,29.0,2.0
8521,88.9,36.0,0.0
8525,100.7,13.0,0.0
8541,91.1,6.0,0.0
8544,88.9,59.0,0.0
8546,84.7,74.0,0.0
8550,35.2,-33.0,0.0
8551,85.7,67.0,0.0
8553,74.7,-53.0,0.0
8555,94.4,-2.0,0.9
8560,79.4,14.0,0.9
8563,95.7,15.0,1.25
8569,83.9,55.0,0.0
8571,42.7,-63.0,0.0
8578,75.1,-16.0,0.0
8579,61.4,-43.0,0.0
8593,86.6,-26.0,0.0
8596,64.7,-19.0,0.0
8599,90.0,37.0,0.0
8600,79.7,-26.0,0.9
8606,102.4,10.0,0.0
8611,100.9,17.0,1.25
8617,81.3,30.0,0.0
8627,68.0,34.0,0.9
8637,76.6,31.0,0.0
8639,95.1,-12.0,0.0
8647,102.4,38.0,0.0
8649,88.4,-18.0,0.0
8661,79.2,19.0,0.9
8663,76.8,64.0,0.0
8664,70.3,40.0,0.9
8665,76.2,2.0,0.0
8669,69.5,15.0,0.9
8673,100.2,3.0,0.0
8675,97.0,-20.0,0.0
8679,62.6,10.0,0.0
8681,97.0,29.0,1.25
8689,84.9,-12.0,0.9
8692,70.3,29.0,0.9
8693,101.6,10.0,0.9
8697,87.9,51.0,0.0
8700,87.3,28.0,0.0
8714,70.7,-19.0,0.0
8721,77.2,59.0,0.0
8730,88.9,32.0,0.0
8737,101.9,16.0,0.0
8740,96.6,-1.0,0.9
8745,98.4,0.0,0.0
8750,81.9,4.0,0.0
8755,101.6,34.0,0.0
8759,59.2,17.0,0.0
8771,90.4,45.0,0.0
8779,56.2,-32.0,0.0
8804,82.0,-12.0,0.0
8809,89.5,25.0,0.0
8816,72.5,-22.0,0.0
8820,97.6,25.0,2.0
8826,84.5,10.0,0.9
8832,68.1,-27.0,0.0
8834,92.5,14.0,0.9
8837,76.9,-9.0,0.0
8849,90.3,44.0,0.0
8858,76.7,22.0,1.25
8860,78.6,-66.0,0.0
8867,92.8,17.0,0.0
8869,92.8,46.0,0.0
8870,76.8,58.0,0.0
8890,61.3,48.0,0.0
8891,105.4,36.0,0.0
8899,96.9,23.0,0.0
8915,103.2,6.0,0.9
8916,107.2,22.0,2.0
8930,72.3,49.0,0.0
8932,89.4,2.0,0.0
8934,107.9,-11.0,0.0
8936,105.8,18.0,1.25
8942,79.7,-3.0,0.0
8943,93.8,55.0,0.0
8950,78.1,12.0,0.0
8951,65.7,28.0,0.9
8959,104.2,-10.0,0.0
8963,97.6,13.0,0.9
8975,102.9,4.0,0.9
8985,98.8,-22.0,0.0
8990,104.9,38.0,0.0
8995,75.7,-44.0,0.0
8998,103.9,31.0,2.0
9001,104.5,-17.0,0.9
9008,97.2,34.0,0.0
9011,94.3,12.0,0.9
9018,70.1,-14.0,0.0
9022,78.9,27.0,0.0
9023,86.2,54.0,0.0
9025,105.2,17.0,1.6
9032,88.3,-5.0,0.0
9037,40.6,-73.0,0.0
9043,91.1,31.0,0.0
9049,90.4,57.0,0.0
9065,94.1,-34.0,0.0
9068,79.6,46.0,0.0
9082,85.3,-22.0,0.0
9094,105.3,-9.0,0.9
9095,65.4,10.0,0.9
9101,96.1,24.0,0.9
9104,72.2,-62.0,0.0
9106,102.7,-1.0,0.9
9110,85.6,26.0,0.0
9118,96.5,16.0,0.9
9122,106.9,49.0,0.0
9134,92.3,69.0,0.0
9157,104.8,13.0,1.25
9158,93.3,49.0,0.0
9163,100.7,22.0,2.0
9170,76.1,31.0,0.0
9174,89.6,5.0,0.9
9180,94.4,12.0,0.9
9182,84.4,26.0,0.0
9186,91.6,-3.0,0.0
9190,73.6,37.0,0.9
9192,98.5,8.0,0.9
9193,90.7,13.0,0.9
9196,95.5,39.0,2.0
9204,90.1,57.0,0.0
9210,94.2,-29.0,0.0
9219,105.8,-5.0,0.0
9221,108.6,24.0,2.0
9230,77.1,-23.0,0.0
9237,91.6,7.0,0.9
9239,95.6,51.0,0.0
9242,78.2,15.0,0.0
9243,106.8,20.0,1.25
9249,105.5,8.0,1.6
9254,90.5,14.0,0.9
9257,94.4,35.0,0.0
9264,71.1,-13.0,0.0
9267,60.4,62.0,0.0
9268,99.4,48.0,0.0
9274,108.0,18.0,1.25
9275,98.3,45.0,0.0
9278,90.2,35.0,0.0
9281,94.0,0.0,0.9
9284,92.4,58.0,0.0
9287,84.4,45.0,0.0
9289,77.8,3.0,0.0
9294,99.7,2.0,0.0
9299,90.9,-40.0,0.0
9309,107.4,2.0,0.0
9314,88.5,-19.0,0.0
9317,79.5,10.0,0.9
9321,91.2,23.0,1.25
9340,76.7,45.0,0.0
9346,87.5,57.0,0.0
9347,106.8,-2.0,0.0
9350,97.8,34.0,2.0
9352,99.6,8.0,0.9
9359,104.2,3.0,0.0
9363,72.2,58.0,0.0
9369,107.4,21.0,2.0
9374,95.2,26.0,0.0
9379,98.2,-16.0,0.0
9386,100.7,48.0,0.0
9390,90.3,51.0,0.0
9392,93.1,17.0,0.9
9413,82.0,-25.0,0.0
9417,82.8,12.0,1.25
9423,103.4,-6.0,0.9
9433,85.2,39.0,0.0
9437,95.6,37.0,0.0
9450,82.1,-24.0,0.0
9456,95.6,41.0,0.0
9460,93.4,31.0,2.0
9461,79.8,40.0,0.0
9462,105.4,19.0,1.25
9464,86.9,12.0,0.9
9471,60.7,81.0,0.0
9475,99.1,8.0,0.0
9477,98.3,33.0,0.0
9480,90.0,17.0,1.25
9482,102.7,-1.0,0.0
9485,102.8,24.0,2.0
9487,83.0,28.0,0.0
9492,111.7,27.0,2.0
9493,103.8,9.0,0.0
9494,82.4,23.0,0.9
9506,45.4,59.0,0.0
9508,94.5,57.0,0.0
9523,103.2,42.0,0.0
9526,105.5,25.0,2.0
9536,98.7,9.0,0.0
9538,79.3,26.0,0.9
9547,100.8,24.0,2.0
9549,89.7,24.0,0.9
9552,99.5,24.0,1.6
9573,76.4,13.0,0.0
9574,105.2,37.0,0.0
9588,91.2,44.0,1.25
9627,67.9,-49.0,0.9
9636,91.9,-24.0,0.9
9647,72.8,33.0,0.0
9655,88.4,25.0,0.0
9663,83.5,5.0,0.0
9664,89.8,16.0,0.9
9667,59.1,-41.0,0.0
9670,79.5,12.0,0.0
9677,90.1,54.0,0.0
9691,92.3,13.0,0.9
9702,93.5,-5.0,0.0
9704,94.2,-23.0,0.0
9706,89.5,46.0,0.0
9713,102.0,1.0,0.0
9724,93.5,5.0,0.0
9732,105.7,31.0,2.0
9740,99.3,45.0,0.0
9746,85.6,-11.0,0.0
9748,96.2,25.0,0.0
9752,103.4,17.0,0.0
9766,70.7,-26.0,0.0
9772,78.7,-17.0,0.0
9780,66.1,-21.0,0.0
9785,81.3,50.0,0.0
9793,94.2,-20.0,0.0
9804,91.9,5.0,0.0
9811,101.2,25.0,1.25
9815,61.7,-67.0,0.0
9827,105.4,3.0,0.9
9830,98.1,7.0,0.9
9831,40.7,1.0,0.9
9832,104.1,13.0,1.25
9835,99.6,-27.0,0.0
9839,99.1,24.0,0.0
9842,103.6,-4.0,0.9
9848,90.8,-34.0,0.0
9873,108.3,21.0,0.0
9878,75.5,-14.0,0.0
9893,85.3,13.0,0.9
9896,103.4,-2.0,0.0
9898,71.9,-15.0,0.0
9900,80.1,-33.0,0.0
9905,86.3,-10.0,0.0
9923,70.4,19.0,0.9
9932,111.9,20.0,0.0
9941,67.0,32.0,0.9
9946,105.2,1.0,0.0
9957,100.9,-20.0,0.0
9961,90.2,-16.0,0.0
9969,98.1,71.0,0.0
9972,76.8,-13.0,0.0
9979,100.5,20.0,1.6
9980,83.1,48.0,0.0
9982,107.3,-11.0,0.0
9991,80.0,-1.0,0.9
9999,81.0,-33.0,0.0
10009,100.7,29.0,0.0
10017,92.2,46.0,0.0
10019,68.3,-30.0,0.0
10026,96.4,-19.0,0.0
10036,88.0,53.0,0.0
10045,85.2,-21.0,0.0
10051,85.5,38.0,0.0
10054,103.9,-1.0,0.9
10057,84.4,-10.0,0.0
10061,61.2,29.0,0.9
10064,102.8,4.0,0.9
10069,90.7,16.0,0.0
10073,65.0,-21.0,0.9
10084,112.0,10.0,0.9
10091,100.9,12.0,0.0
10093,111.6,16.0,1.25
10094,79.6,77.0,0.0
10100,103.7,39.0,2.0
10102,87.1,40.0,0.0
10111,79.4,-41.0,0.0
10113,32.5,-62.0,0.0
10129,114.0,19.0,1.25
10140,87.5,22.0,0.0
10143,98.4,-17.0,0.0
10154,105.5,31.0,2.0
10159,90.0,18.0,0.9
10165,67.9,39.0,0.9
10171,78.5,15.0,0.0
10173,99.6,9.0,0.9
10177,100.2,15.0,0.0
10182,71.6,13.0,0.9
10185,90.4,28.0,1.25
10187,105.0,-2.0,0.9
10198,91.4,40.0,0.0
10204,66.7,-2.0,0.0
10215,106.7,15.0,0.0
10218,71.0,-1.0,0.0
10224,99.2,-20.0,0.0
10226,90.5,0.0,0.9
10232,69.5,36.0,0.0
10240,91.4,16.0,0.9
10243,58.0,-31.0,0.0
10244,91.2,54.0,0.0
10247,102.0,23.0,1.25
10259,84.0,-11.0,0.0
10261,91.0,-7.0,0.0
10263,63.1,57.0,0.0
10271,99.5,48.0,0.0
10277,105.6,24.0,2.0
10280,101.4,3.0,0.9
10282,81.9,-48.0,0.0
10287,84.3,30.0,0.0
10292,92.7,48.0,0.0
10293,83.1,-27.0,0.0
10300,97.8,-5.0,0.0
10303,58.6,-75.0,0.0
10304,100.3,0.0,0.9
10313,93.9,56.0,0.0
10324,100.7,9.0,0.0
10326,103.6,23.0,2.0
10333,103.2,14.0,0.9
10344,93.6,-1.0,0.0
10347,102.1,-7.0,0.0
10351,82.2,-35.0,0.0
10354,100.2,-15.0,0.9
10357,102.5,1.0,0.0
10367,89.2,2.0,0.0
10370,84.7,12.0,0.9
10374,65.1,35.0,0.9
10387,90.8,-12.0,0.0
10394,81.9,-18.0,0.9
10402,35.9,-63.0,0.0
10415,86.5,51.0,0.0
10418,106.3,13.0,0.9
10419,111.4,21.0,1.6
10429,97.5,-20.0,0.0
10456,71.8,50.0,0.0
10465,90.8,-12.0,0.0
10467,82.2,13.0,0.0
10468,88.7,31.0,0.0
10472,70.8,39.0,1.25
10479,83.9,20.0,0.9
10485,91.4,39.0,0.0
10491,105.4,27.0,2.0
10500,91.5,7.0,0.0
10502,110.4,12.0,0.9
10509,101.2,-3.0,0.9
10510,88.8,-23.0,0.0
10512,99.9,-32.0,0.0
10514,105.1,37.0,2.0
10517,104.5,-4.0,0.0
10520,93.1,17.0,0.9
10524,99.0,36.0,2.0
10528,56.3,77.0,0.0
10533,96.7,58.0,0.0
10535,98.5,14.0,1.25
10541,75.5,23.0,0.9
10571,102.1,6.0,0.9
10575,98.5,8.0,0.9
10578,88.3,-1.0,0.0
10583,87.2,-2.0,0.0
10585,83.0,-15.0,0.0
10590,77.1,-8.0,0.0
10594,98.3,6.0,0.0
10596,72.0,-4.0,0.0
10597,111.1,21.0,2.0
10602,81.6,9.0,0.0
10610,96.3,7.0,0.9
10616,61.7,-27.0,0.0
10627,99.6,9.0,0.9
10629,80.0,24.0,0.9
10631,101.4,-3.0,0.0
10632,100.7,15.0,1.25
10647,101.4,-10.0,0.0
10651,47.5,61.0,0.0
10672,102.2,21.0,1.25
